gene,sander,lof_z,ios,exac,pNull,pRec,miss_z,zhang,krish,n_syn,mu_lof,mu_mis,mu_syn,bp,DF,EC,AS,CE,core,Hub
VEZF1,-1.451684006,0.452650074,-0.902433405,1.470180401,-0.590599818,-1.167398962,1.206092459,-0.255201553,2.886499105,-0.120289724,-0.317009321,-0.296092878,-0.348720447,-0.132673654,1.041781876,0.88298001,1.126025231,2.119187442,1.779685492,0.512640942
CCNJ,0.346117265,0.530614518,-1.073308554,1.570094468,-0.590721194,-1.277399455,0.634829849,-0.041592521,-0.156253514,-0.475840924,-0.387311177,-0.459528028,-0.515848753,-0.35774922,0.108343395,-0.127737623,-0.124230068,-0.237067173,-0.155175306,-0.104453711
NF2,0.503309994,1.403830382,-1.602151595,1.609130796,-0.590753996,-1.320387587,1.032337659,-0.288215298,0.318415895,-0.066418329,0.338690679,-0.064120407,-0.079912683,-0.011980959,-0.245795017,-0.133598678,-0.123486842,-0.210698645,0.299580797,-0.115639614
MAP2K6,0.358810478,0.846772929,-0.913061437,1.489763062,-0.590749677,-1.188861945,1.299181804,-0.32421174,-0.150168009,-0.51893804,0.048019545,-0.536500711,-0.578960141,-0.437667356,0.228363405,-0.115917577,-0.101575695,-0.162517057,0.936239342,-0.10358883
HCCS,0.286236928,0.280822613,0.300502458,1.488543602,-0.590223651,-1.187921339,-0.019264045,0.378286669,-0.284049124,-0.734423616,-0.403534682,-0.612946185,-0.645577717,-0.545312192,-0.357277299,-0.134863631,-0.123795167,-0.257363431,-0.518980189,-0.117328808
ANKRD50,0.536417541,1.225848361,-1.14445733,1.409335517,-0.590753865,-1.100237158,-0.129653224,0.507085566,0.908709903,1.183398013,0.96059171,0.884857882,0.633012256,1.348258332,-0.373165277,-0.134259501,-0.123282837,-0.245360424,-0.60993141,-0.117385764
SNTB2,-1.027068464,0.004273269,1.050723486,-0.744596895,-0.563894194,1.252558485,1.091380896,1.770715871,0.373185442,-0.228032512,-0.215612414,0.125675251,0.399266374,-0.101684989,0.083829151,-0.135113964,-0.124314452,-0.25982628,0.026727135,-0.117318566
PATL1,-0.301761915,1.140376454,-0.344796268,1.589714617,-0.590753947,-1.298993418,-0.026505217,0.291444364,-0.30230564,-0.131064002,0.913273153,0.115131047,-0.175748495,0.273440955,0.771388102,0.46597624,0.771862878,1.581017643,2.300507653,0.142581268
PPIE,-0.494911763,0.493779416,-0.720261049,1.562448481,-0.590703072,-1.268988281,0.305527606,0.137417781,-1.178618394,-0.540486597,-0.473836538,-0.539136762,-0.610515835,-0.470287003,-0.331731571,-0.133501238,-0.122028672,-0.244507061,-0.518980189,-0.116866166
EMX2,0.323362933,0.240229543,-0.477056232,1.467062052,-0.589954846,-1.164457206,1.277588573,-0.296533541,1.158215617,-0.626680828,-0.510339424,-0.406807012,-0.159386283,-0.571407909,-0.343479328,-0.13514107,-0.124312929,-0.262239068,-0.518980189,-0.117359285
PRDM1,-0.05958828,0.669199682,-0.330881417,1.561116344,-0.590742969,-1.267489952,0.562869962,-0.000876329,0.470553526,0.429198496,-0.175053651,0.410368737,0.551201197,0.363144985,-0.317229159,-0.135132389,-0.12425186,-0.257103596,0.026727135,-0.117384043
SLA,0.270546078,0.262689061,0.172100077,0.932666163,-0.588609799,-0.576647127,-0.317760771,1.025552698,-0.369246197,-0.411195251,-0.378523445,-0.528065349,-0.5216924,-0.467025038,-0.289424464,-0.134314422,-0.123683892,-0.253297568,-0.337077748,-0.117199158
MAF,0.368762107,-0.364188035,0.701612289,0.214725531,-0.47694351,0.128870411,2.420207256,0.206512486,-0.204937556,-0.249581069,-0.64621128,0.141491555,0.726510608,-0.325129573,-0.277054275,-0.133586277,-0.122930466,-0.195445034,0.117678356,-0.116851177
YWHAH,0.210766655,-0.197139871,-0.566548204,0.523905665,-0.545029328,-0.15963649,0.963257692,0.706067167,1.559858963,-0.626680828,-0.611736332,-0.621908757,-0.609347105,-0.581193804,1.343231809,-0.12179378,-0.122007808,-0.046158127,0.845288121,-0.098508707
HSP90B1,-0.171157865,1.222877556,-1.241231473,1.5796264,-0.590753969,-1.287877394,0.596737788,-0.036918582,-1.190789404,0.149067247,0.440087586,0.109858946,0.029947881,0.327263373,0.098213391,-0.129676562,-0.119058062,-0.05493521,0.66338568,-0.112805655
ASPHD2,-0.981713307,0.055031621,-1.309191838,0.451665711,-0.578392046,-0.054471458,0.713749284,0.902304993,0.062824675,0.009001622,-0.461668909,-0.248643964,-0.197954354,-0.380582973,-0.092361404,-0.12692265,-0.123118243,-0.168717819,-0.096366429,-0.103914578
NCOA7,-0.318973137,1.335038222,-1.064215682,1.513839952,-0.590753976,-1.215388538,-0.995521789,0.867098039,0.348843421,0.149067247,0.825395834,0.22057308,0.13045861,0.553969921,-0.310905523,-0.135083492,-0.124228446,-0.256023714,-0.337077748,-0.11730108
ADAM23,-0.217087317,1.492039605,-0.279158324,1.598092972,-0.590753996,-1.308225332,0.509956106,-0.008872916,3.300313461,0.041324459,0.737518514,0.35237562,0.305768021,0.374561861,-0.225983423,-0.132324548,-0.124314452,-0.207685503,-0.337077748,-0.112323552
TNKS2,-0.060876982,1.45011375,-1.055201536,0.959061026,-0.59075397,-0.604088003,1.02328795,0.285340245,-0.05888543,0.644684072,1.1904247,0.6159807,0.597950373,0.91930997,-0.036512032,-0.133981353,-0.123841532,-0.243574638,-0.246126527,-0.115964363
STK35,0.410966136,0.151138966,0.414714448,1.409530704,-0.588870846,-1.101895129,1.828380116,-0.543292616,0.19670579,-0.15261256,-0.419758187,0.283838299,0.364204492,-0.111470883,-0.290924921,-0.133855566,-0.12411462,-0.249945916,-0.428028969,-0.114777505
MOV10,-2.783906851,1.478727893,-0.797176517,1.604654132,-0.590753996,-1.315454952,1.241195624,-0.405412583,-0.856086616,0.655458351,0.683440164,0.81104846,0.597950373,0.653459845,-0.270546018,-0.134156746,-0.124314452,-0.248536259,-0.428028969,-0.115397301
PSMC4,-0.95115229,0.369300321,-1.354853016,0.646965547,-0.589431644,-0.261209228,2.122626044,-0.024129428,2.618736875,-0.184935396,-0.330528909,-0.248643964,-0.287946518,-0.300664837,2.741813945,0.170209772,0.030872662,1.373385864,2.300507653,0.316671737
VAC14,0.563019938,0.77583804,-0.644802016,0.704907495,-0.590709745,-0.324074805,0.955865818,0.543773485,-0.168424524,0.720104024,0.081818514,0.389280331,0.551201197,0.293012743,-0.091380466,-0.02345209,0.078121633,0.450699756,1.754800329,-0.097485523
TOMM34,0.289800079,0.260562186,0.69944732,0.928113488,-0.588566552,-0.571663822,0.290801641,0.698866297,-0.82565909,-0.583583712,-0.391367053,-0.536500711,-0.519354941,-0.478441915,0.193418688,-0.134351626,-0.1228586,-0.199123054,1.754800329,-0.117026042
ATP6AP1,0.393771638,0.173186642,-0.328165365,1.188335019,-0.588022667,-0.858813828,-0.186755882,0.72086603,1.620714016,-0.400420973,-0.202092826,-0.143201931,-0.023813672,-0.215853754,-0.373165277,-0.135128492,-0.124314452,-0.263551496,-0.791833851,-0.117385764
CISD2,0.164728824,-0.38617895,-0.272663415,0.752316166,-0.500040782,-0.44579156,0.38948007,0.801609173,-0.399673723,-0.831392125,-0.850357053,-0.803269053,-0.830236964,-0.762232846,-0.368007757,-0.135111661,-0.124276433,-0.242338647,-0.60993141,-0.117335553
LINGO2,0.577824897,0.13914546,-1.433323325,1.138348539,-0.587041632,-0.804486194,-0.573248865,0.97072368,0.817427324,0.202938641,-0.463020868,-0.116841423,-0.273921765,0.005959847,-0.31890119,-0.132348324,-0.120486327,-0.220023657,-0.337629822,-0.115602143
CDKN1C,0.186106196,-0.591553978,1.335023364,0.443870324,-0.36800626,-0.207096363,1.633211438,0.413740606,0.312330389,-0.637455106,-0.806418394,0.041321625,0.539513903,-0.467025038,-0.373165277,-0.134186863,-0.123171562,-0.239817145,-0.246126527,-0.117385764
RRAS2,-0.552040055,-0.04792895,1.107642506,0.813725364,-0.573904098,-0.456857186,0.700302541,0.581123878,-0.630922922,-0.766746452,-0.669870558,-0.683065136,-0.707520376,-0.649695063,0.563040603,-0.040842056,-0.049879398,-0.049315679,0.754336901,-0.008405512
COPS7A,-0.527439069,0.381154695,-0.133121281,1.418990151,-0.590412978,-1.111136567,0.786720716,-0.002912194,0.032397148,-0.486615203,-0.432601796,-0.554425857,-0.595322352,-0.533895315,-0.058350303,-0.134629774,-0.124314452,-0.25622823,-0.246126527,-0.117033536
SOS1,0.440751705,2.473517122,-1.332711281,1.609317764,-0.590753996,-1.32059372,0.778514687,-0.16902104,0.622691157,0.795523975,1.974560783,0.758327444,0.434328256,1.191684025,0.77688319,-0.11218974,-0.114090108,-0.155108006,0.754336901,-0.078763021
LRRN3,0.429885944,0.222037093,-1.080039642,0.843517525,-0.587636315,-0.479161977,-0.237847124,1.051395369,2.551796317,-0.098741166,-0.303489734,-0.153746135,-0.2832716,0.172320048,-0.290142099,-0.127369299,-0.110556306,-0.226618147,-0.250069353,-0.115966861
ZNF689,0.474331851,0.097948987,-1.275870987,-0.054579925,-0.578260872,0.50325046,1.65223879,0.842762497,-0.582238881,-0.15261256,-0.310249527,0.225845181,0.084878163,-0.166924283,-0.239195685,0.033370782,0.10739953,0.018533856,-0.428028969,-0.110233818
PHLDB1,0.57170811,1.512968434,-1.559737871,1.166222977,-0.590753988,-0.832356049,0.296667419,0.47898166,2.277948581,1.431206425,1.217463875,1.691489428,1.182315077,1.263447249,-0.373165277,-0.134406547,-0.123238791,-0.250435262,-0.700882631,-0.117385764
BTBD11,-0.2570832,1.170443598,-1.350326262,1.593278907,-0.590753966,-1.302920829,1.192259138,-0.379501871,0.184534779,0.827846812,0.419808205,1.427884348,1.977051075,0.818189064,-0.002275277,-0.134854773,-0.124255569,-0.241590278,-0.110077326,-0.116911131
RBMX2,0.330798865,0.086278349,0.350651028,1.054420283,-0.584888971,-0.713656934,-0.008662688,0.737956818,-0.69786348,-0.723649337,-0.360947981,-0.496432739,-0.598828541,-0.457239144,0.889039293,0.167794066,0.068539695,1.144071282,1.572897887,0.235032048
PIGA,0.383468873,0.146456858,-0.101926036,1.406086801,-0.588787301,-1.098164392,0.498391958,0.154865861,-0.162339019,-0.659003664,-0.499523754,-0.332997589,-0.464424659,-0.193020001,-0.373165277,-0.135147714,-0.124280838,-0.263272195,-0.700882631,-0.117385764
SYN3,0.433744072,0.551748469,-0.503527906,0.578177995,-0.590414382,-0.184660405,-0.379639578,1.357358195,1.407721332,0.009001622,-0.093936125,-0.074664611,-0.088093789,-0.036445694,-0.373165277,-0.135150478,-0.124297065,-0.260792803,-0.518980189,-0.117385764
BEND3,0.449786343,0.274190806,-1.667986354,0.384049813,-0.587606705,0.027094135,1.172856405,0.702888963,-0.904770658,1.215720849,-0.215612414,0.795232155,0.971943784,0.368037932,1.044394424,-0.118253683,-0.119002262,-0.129460032,0.936239342,-0.087898334
WASF2,0.429095087,0.626066006,-0.331019188,1.549034003,-0.590734821,-1.254182856,0.539806737,0.003705183,-0.527469333,-0.206483954,-0.283210352,-0.222283456,-0.279765412,-0.170186248,-0.124377658,-0.125667069,-0.124290111,-0.232593573,-0.155175306,-0.09861545
PRKG2,-0.066066211,0.990965647,-1.461861562,0.26577584,-0.590746305,0.159823849,0.958950143,0.920607829,0.507066557,0.149067247,0.453607174,-0.037759899,-0.189773248,0.260393096,-0.37168775,-0.13482997,-0.123762712,-0.260419295,-0.428028969,-0.117385603
TNFAIP8L1,0.115625143,-0.699607661,0.917243266,0.299102115,-0.272955914,-0.120414334,0.877348635,0.93413096,-0.600495396,-0.702100779,-0.917954992,-0.538609552,-0.504161459,-0.679052745,-0.373165277,-0.135128492,-0.124314452,-0.263551496,-0.791833851,-0.117385764
RAB40C,0.402911065,-0.253336953,-0.950535094,-0.556459058,-0.49248403,0.990532497,1.527284596,1.348340111,0.166278264,-0.206483954,-0.593484888,-0.332997589,-0.200291813,-0.524109421,-0.373165277,-0.135099968,-0.124280142,-0.252552747,-0.60993141,-0.117385764
KIAA1598,0.058485642,1.022531513,-0.632835639,1.331654526,-0.590752476,-1.014642966,0.368210857,0.285765797,0.318415895,-0.131064002,0.426567999,-0.195922948,-0.248209718,0.046734406,-0.331503223,-0.134247099,-0.124314452,-0.24338041,-0.700882631,-0.11555468
CDCA4,0.318479281,-0.268730687,0.313256098,0.387039888,-0.521418828,-0.026918897,-0.462850317,1.566992766,-0.728291006,-0.400420973,-0.686094064,-0.569714952,-0.513511294,-0.589348715,1.078159277,0.059783565,0.007326881,0.329074681,1.344854982,0.06355456
RPSA,0.554243498,0.056022599,0.258443002,1.0032465,-0.583214513,-0.658552619,1.462564058,-0.004849936,-0.563982365,-0.723649337,-0.609708393,-0.589221728,-0.704014187,-0.501275668,7.970623545,10.31805693,5.14626974,6.936402932,4.002550607,13.06270283
KPNA2,-0.36642798,0.484108444,-0.330330334,0.946555543,-0.590344349,-0.590622414,-0.371814659,1.021006647,1.188643144,-0.141838281,-0.235891795,-0.290820776,-0.38378233,-0.119625795,2.589183209,0.303815762,0.063754881,1.018601818,1.754800329,0.442171519
NR1D1,0.475335615,0.654474592,-1.226922992,1.47763847,-0.590726813,-1.175519621,0.792637958,-0.071706405,1.109531576,0.310681429,-0.134494888,0.162579962,0.101240375,0.019007706,-0.327363337,-0.135149237,-0.124314452,-0.261373649,-0.60993141,-0.117369327
DEDD,0.350808496,0.25171421,-0.575955982,1.290596109,-0.58945679,-0.970394351,1.077849602,-0.057917602,0.458382515,-0.454292367,-0.464372826,-0.417351215,-0.589478705,-0.463763074,0.288393588,-0.129464266,-0.124314452,-0.232260022,0.026727135,-0.104457608
ACO2,0.474821996,0.829117526,-1.415373759,0.276704714,-0.590717471,0.147759444,1.423002003,0.65912202,-0.010201388,0.590812678,0.189975215,0.378736128,0.434328256,0.289750778,-0.373165277,-0.134574853,-0.123403386,-0.21304765,0.026727135,-0.117385764
GPBP1,0.408099051,0.804409126,-0.674403056,1.550337415,-0.590750309,-1.255607204,0.12977256,0.214923363,0.659204188,-0.206483954,-0.026338187,-0.327725488,-0.451568635,-0.199543931,-0.188301172,-0.129985679,-0.124314452,-0.219081202,-0.518980189,-0.106348871
IDH3A,-0.44017144,0.239655004,-0.253867543,-0.268993386,-0.58531784,0.744916341,1.212846975,1.253994398,-0.679606964,-0.346549579,-0.323769115,-0.417351215,-0.451568635,-0.38547592,-0.140427068,-0.131901161,-0.120531115,-0.10958928,0.754336901,-0.114707884
DPF2,0.390123859,1.26043831,-0.284767564,1.608798498,-0.590753996,-1.320021553,1.442078794,-0.536226695,-0.57006787,-0.195709675,0.176455627,-0.317181285,-0.427025318,-0.344701361,-0.373165277,-0.13433391,-0.123090424,-0.254196018,-0.428028969,-0.117385764
CRHR1,-1.472526608,0.55297707,-0.920973417,1.101632293,-0.590563995,-0.761330293,0.930432857,0.186468813,2.923012136,-0.281903906,-0.087176331,-0.185378744,-0.262234471,-0.258259296,-0.330894505,-0.134622688,-0.123521616,-0.243881541,-0.337077748,-0.117385764
TOX4,-0.328745006,0.577011882,-1.12812165,1.150068234,-0.590610354,-0.814665329,0.64907722,0.291398929,-0.168424524,-0.163386839,-0.134494888,-0.232827659,-0.340539341,0.030424582,0.477567222,-0.129000805,-0.121588717,-0.146889952,1.209093004,-0.109258047
UBN1,0.521799244,1.458626576,-1.759997564,1.603888031,-0.590753996,-1.314610798,-1.278986554,0.913825842,0.762657777,1.517400656,0.669920576,0.705606427,0.855070843,0.867118535,-0.373165277,-0.135128492,-0.124314452,-0.263551496,-0.791833851,-0.117385764
FBXL3,-0.466556146,0.014566127,-0.594555039,-0.218958386,-0.568830261,0.677149696,1.208210788,1.209916383,-0.010201388,-0.378872415,-0.414350352,-0.443711723,-0.5812976,-0.284355014,-0.262246244,-0.134243556,-0.124313483,-0.250238868,-0.518980189,-0.115904409
KLHL36,-0.092180916,0.440839846,-1.742244813,1.462594631,-0.590577692,-1.159057248,0.892298205,-0.115903861,-0.752633027,1.151075176,-0.303489734,0.568531786,0.831696255,0.022269671,0.009930524,-0.113588541,-0.119297026,-0.178497136,-0.08401307,-0.083972744
SPRED1,0.392573373,0.656973883,-1.045596943,1.28855701,-0.59069956,-0.96719513,0.105440468,0.457220252,1.407721332,-0.465066645,0.027740163,-0.364630199,-0.4819556,-0.258259296,-0.373165277,-0.135091287,-0.124177444,-0.257641507,-0.60993141,-0.117385764
TRHDE,0.536974339,1.12533862,-1.31495853,-0.635231824,-0.590751391,1.152631067,1.591095335,1.37514578,1.121702586,0.461521332,0.886233978,0.689790123,0.866758137,0.687710475,-0.362589474,-0.135157697,-0.124314452,-0.26354695,-0.700882631,-0.117385764
S100PBP,0.350191136,0.468695936,-0.882240142,1.479968424,-0.590625807,-1.178164376,-0.825736574,0.780146274,-0.752633027,-0.271129627,-0.332556847,-0.470072231,-0.490136706,-0.316974661,-0.112721532,0.086297616,0.200848633,0.336935145,0.560745408,-0.075320333
POU5F1,0.322394218,0.295857009,-0.051639696,1.339902451,-0.589919118,-1.024369789,1.043038513,-0.089685484,-0.643093933,-0.529712318,-0.235891795,-0.43316752,-0.351057906,-0.395261814,-0.040424391,-0.12774859,-0.124314452,-0.214676458,-0.428028969,-0.108294092
TRAF3,0.481121199,0.950827284,-1.045459172,1.605424069,-0.590753881,-1.316303419,1.660626923,-0.654520033,-0.198852051,0.138292968,-0.087176331,0.036049523,0.062672304,-0.056017483,-0.18434905,-0.134810482,-0.123806759,-0.223427221,0.299580797,-0.117276349
ITSN1,-0.754973078,2.950112279,-1.422813382,1.609317957,-0.590753996,-1.320593931,1.526669979,-0.588020947,1.170386628,1.625143444,2.826294803,1.607135802,1.474497429,1.824505182,-0.025828957,-0.041795501,-0.015047821,0.200318745,0.754336901,-0.045779519
ELAC1,0.295128431,0.080603132,0.25942708,1.352965869,-0.587195748,-1.040851001,-0.868778698,0.913341316,-0.296220134,-0.540486597,-0.662434785,-0.552844226,-0.625709317,-0.390368867,0.171275455,-0.068493678,-0.063016071,0.393855213,0.655221898,-0.055990776
TRIM44,0.408771092,-0.130282981,-0.309664715,-0.43335197,-0.538759091,0.890342955,0.52167228,1.759594047,0.287988368,-0.465066645,-0.51507128,-0.459528028,-0.326514589,-0.421357532,-0.373165277,-0.134955756,-0.123904124,-0.252232762,-0.700882631,-0.117385764
IGFBP2,0.306093985,-0.042943133,0.701612289,1.229171817,-0.580860896,-0.909298958,0.900925914,0.080279946,-0.30230564,-0.594357991,-0.632015713,-0.180106643,0.003067105,-0.452346197,-0.329418859,-0.135100322,-0.124160289,-0.260569248,-0.428028969,-0.11737145
SAE1,0.319744524,0.605407298,-0.650312848,1.582335708,-0.590740897,-1.290872733,-0.41575398,0.466895566,-1.239473446,-0.454292367,-0.354864167,-0.496432739,-0.552079364,-0.418095567,-0.080080348,-0.106637146,-0.080038362,0.059853552,1.209093004,-0.115095035
KIF3B,0.477988338,0.716296741,-1.00816265,-0.102421844,-0.590631075,0.565445563,1.328368129,1.035557992,-0.04671442,0.289132871,0.331930885,0.167852063,-0.024982401,0.23592836,-0.271220636,-0.133949463,-0.122469137,-0.222863305,-0.246126527,-0.117041031
ADD3,-2.962594168,1.012689924,0.021142647,1.492957083,-0.590753182,-1.192378704,-0.858110567,0.780616938,0.379270947,0.009001622,0.271092741,-0.085208814,-0.231847507,0.169058083,-0.373165277,-0.135148529,-0.124298804,-0.261752115,-0.700882631,-0.117385764
SLITRK3,-0.095809511,0.571574968,-0.834925715,0.639801455,-0.590479004,-0.252512692,-0.294149478,1.237953136,3.044722241,0.612361236,0.16293604,0.357647721,0.177207786,0.611054304,-0.241091617,-0.134266587,-0.123359339,-0.232898609,-0.168348226,-0.116518934
LDOC1L,0.337321478,-0.522534166,-0.482665471,-0.484203864,-0.316283358,0.775896752,0.825730266,1.640598992,0.087166696,-0.540486597,-0.676630352,-0.480616434,-0.486630518,-0.59261068,-0.01407534,-0.049843932,-0.057907469,-0.087035416,-0.034415824,-0.031603878
PPP2R5B,0.413612686,0.609299287,-0.72307551,1.444357208,-0.590705882,-1.1388636,1.077497886,-0.206785892,1.006077987,-0.174161118,-0.202092826,-0.111569322,-0.210810377,-0.171817231,-0.290256273,-0.134939812,-0.124152176,-0.250358654,-0.155175306,-0.117312571
RFX4,0.494676803,1.453708978,-1.291576858,1.608494352,-0.590753996,-1.319686417,0.64756171,-0.124651411,1.73025311,0.224487198,0.473886555,0.167852063,0.111758939,0.231035413,-0.373165277,-0.134883119,-0.123554071,-0.253333649,-0.60993141,-0.117385764
DCHS1,0.562403455,2.572210038,-1.537202505,1.609306878,-0.590753996,-1.32058173,0.87623357,-0.2472748,0.354928926,4.135550407,3.279200989,5.579189875,5.272868006,4.396564368,-0.361832877,-0.134569538,-0.124272724,-0.244852952,-0.518980189,-0.116888648
